City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Saint-Joseph,RE,-21.3667,55.6167,75.58,77,97,15.88,overcast clouds
349,Ust-Kuyga,RU,70.0167,135.6,-7.42,100,76,2.95,broken clouds
350,Redlands,US,34.0556,-117.1825,71.22,30,0,0.0,clear sky
351,Mindelo,CV,16.8901,-24.9804,85.55,37,0,16.11,clear sky
352,Dalvik,IS,65.9702,-18.5286,46.33,76,86,3.13,overcast clouds
353,Cherskiy,RU,68.75,161.3,-4.09,100,87,4.76,overcast clouds
354,Rabaul,PG,-4.1967,152.1721,79.63,78,55,2.93,broken clouds
355,Port Keats,AU,-14.25,129.55,79.74,48,57,6.44,broken clouds
356,Chicama,PE,-7.8447,-79.1469,61.34,69,42,6.49,scattered clouds
357,Miri,MY,4.4148,114.0089,80.74,94,40,3.44,scattered clouds
358,Hit,IQ,33.6416,42.8251,75.22,36,91,10.78,overcast clouds
359,Belyy Yar,RU,53.6039,91.3903,28.85,63,0,6.71,clear sky
360,Pacific Grove,US,36.6177,-121.9166,53.51,92,40,5.99,scattered clouds
361,Otaru,JP,43.1894,141.0022,50.02,80,23,2.26,few clouds
362,Saint Anthony,US,45.0205,-93.218,46.11,69,100,21.85,overcast clouds
363,Flinders,AU,-34.5833,150.8552,61.18,89,99,4.0,overcast clouds
364,Kirkenes,NO,69.7271,30.0458,40.15,75,75,9.22,broken clouds
365,Hounde,BF,11.5,-3.5167,104.25,7,89,9.08,overcast clouds
366,Mporokoso,ZM,-9.3727,30.125,69.89,86,98,3.38,light rain
367,Beni,CD,0.5,29.4667,65.48,97,100,3.56,light rain
368,Touros,BR,-5.1989,-35.4608,84.88,68,100,14.29,overcast clouds
369,Vanimo,PG,-2.6741,141.3028,79.84,83,84,4.34,broken clouds
370,Sur,OM,22.5667,59.5289,87.08,54,33,0.69,scattered clouds
371,Progreso,MX,21.2833,-89.6667,85.1,60,2,10.45,clear sky
372,Banikoara,BJ,11.2985,2.4386,107.51,7,93,3.49,overcast clouds
373,Kota Belud,MY,6.351,116.4305,77.4,90,65,4.61,light rain
374,Sitka,US,57.0531,-135.33,44.49,81,75,3.44,light rain
375,Saint-Augustin,CA,51.226,-58.6502,37.83,92,100,19.64,overcast clouds
376,Payo,ID,-3.7508,103.6372,75.11,94,83,1.92,broken clouds
377,Wangou,CN,42.0623,126.9127,46.13,47,79,3.74,broken clouds
378,Caravelas,BR,-17.7125,-39.2481,88.47,56,18,8.93,few clouds
379,Ghanzi,BW,-21.5667,21.7833,82.06,23,59,6.15,broken clouds
380,Cap Malheureux,MU,-19.9842,57.6142,76.46,72,97,8.01,overcast clouds
381,Leningradskiy,RU,69.3833,178.4167,14.0,97,99,3.09,overcast clouds
382,Novi Pazar,RS,43.1367,20.5122,69.35,48,86,4.7,overcast clouds
383,Tual,ID,-5.6667,132.75,83.97,68,68,5.53,broken clouds
384,Pushkino,RU,56.0172,37.8667,52.09,86,100,7.56,light rain
385,Meulaboh,ID,4.1363,96.1285,79.84,85,97,1.28,overcast clouds
386,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,76,0,13.8,clear sky
387,Baykit,RU,61.67,96.37,29.93,97,100,3.69,overcast clouds
388,Nyagan,RU,62.1406,65.3936,36.1,98,100,2.1,light rain
389,Pisco,PE,-13.7,-76.2167,62.65,94,100,5.75,fog
390,Guymon,US,36.6828,-101.4816,53.6,47,0,9.22,clear sky
391,Bonavista,CA,48.6499,-53.1147,34.95,95,100,28.39,snow
392,Sumbe,AO,-11.2061,13.8437,80.42,79,35,8.55,scattered clouds
393,Wajima,JP,37.4,136.9,58.01,88,27,6.2,scattered clouds
394,Najran,SA,17.4924,44.1277,86.65,17,89,8.57,overcast clouds
395,La Ronge,CA,55.1001,-105.2842,34.02,64,40,11.5,scattered clouds
396,Chernyshevskiy,RU,63.0128,112.4714,9.79,97,96,2.48,overcast clouds
397,Lixourion,GR,38.2019,20.4314,69.8,73,0,6.91,clear sky
398,Zhangjiakou,CN,40.81,114.8794,65.7,19,30,1.66,scattered clouds
399,Serenje,ZM,-13.2325,30.2352,68.32,79,81,7.72,broken clouds
400,Evensk,RU,61.95,159.2333,24.62,90,100,25.37,snow
401,Qandala,SO,11.472,49.8728,85.39,66,65,4.94,broken clouds
402,San Rafael,AR,-34.6177,-68.3301,71.6,46,10,8.23,clear sky
403,Huangchuan,CN,32.1272,115.0394,75.22,68,100,4.99,overcast clouds
404,San Marcos,US,33.1434,-117.1661,72.48,52,0,1.99,clear sky
405,Baybay,PH,10.6833,124.8333,78.48,91,58,5.41,broken clouds
406,Hami,CN,42.8,93.45,66.38,34,53,19.48,broken clouds
407,Lewiston,US,44.1003,-70.2148,51.85,31,48,6.91,scattered clouds
408,Elat,IL,29.5581,34.9482,94.84,14,1,9.22,clear sky
409,Trelew,AR,-43.249,-65.3051,65.08,24,83,30.78,broken clouds
410,Raudeberg,NO,61.9875,5.1352,50.67,79,46,3.11,scattered clouds
411,Finnsnes,NO,69.2296,17.9811,43.41,99,100,5.21,light rain
412,Lasem,ID,-6.6922,111.4527,79.61,84,100,1.9,overcast clouds
413,Lagoa,PT,39.05,-27.9833,57.6,73,4,20.6,clear sky
414,Katangli,RU,51.7102,143.2326,28.8,97,100,9.4,light snow
415,Ocean City,US,39.2776,-74.5746,73.29,58,10,11.99,clear sky
416,San-Pedro,CI,4.7485,-6.6363,86.74,67,48,11.25,scattered clouds
417,Todos Santos,MX,23.45,-110.2167,69.22,53,0,5.68,clear sky
418,Peleduy,RU,59.6289,112.7406,24.26,96,100,1.05,overcast clouds
419,Aleksandrovskiy Zavod,RU,50.9237,117.9374,30.04,36,14,3.4,few clouds
420,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,44,20,13.8,few clouds
421,Coihaique,CL,-45.5752,-72.0662,36.21,100,100,2.3,moderate rain
422,Iberia,US,29.9502,-91.7507,79.05,73,100,20.71,overcast clouds
423,Cedar City,US,37.6775,-113.0619,43.39,70,0,6.91,clear sky
424,Puerto Leguizamo,CO,-0.1934,-74.7819,78.49,92,100,4.68,overcast clouds
425,Constitucion,CL,-35.3333,-72.4167,58.89,89,93,21.07,overcast clouds
426,Nome,US,64.5011,-165.4064,35.67,93,75,0.0,light rain
427,Cascais,PT,38.6979,-9.4215,68.61,69,20,12.66,few clouds
428,Purpe,RU,64.4803,76.6897,17.89,95,100,6.93,overcast clouds
429,Nouadhibou,MR,20.931,-17.0347,73.38,60,0,17.27,clear sky
430,Zamora,EC,-4.0692,-78.9567,76.24,97,100,1.14,light rain
431,Ciudad Real,ES,39.0,-4.0,64.15,47,49,5.99,scattered clouds
432,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,65,7,17.31,light rain
433,Port Arthur,CN,38.8,121.2667,56.91,75,100,15.43,overcast clouds
434,Bud,US,39.447,-86.1758,77.02,71,100,16.31,overcast clouds
435,Portland,US,45.5234,-122.6762,51.3,80,20,6.91,few clouds
436,Ayan,RU,56.45,138.1667,25.86,90,100,4.03,overcast clouds
437,Uthal,PK,25.8072,66.6219,86.09,49,26,9.31,scattered clouds
438,Parrita,CR,9.5201,-84.3225,83.7,66,42,3.42,scattered clouds
439,Jibuti,DJ,11.5,42.5,81.45,62,39,23.33,scattered clouds
440,Riachao,BR,-7.3619,-46.6172,83.23,65,87,5.66,light rain
441,Henties Bay,NA,-22.116,14.2845,61.5,74,2,14.97,clear sky
442,Concarneau,FR,47.875,-3.9225,65.19,81,75,6.38,broken clouds
443,Yeppoon,AU,-23.1333,150.7333,65.98,73,95,22.15,overcast clouds
444,Pavlysh,UA,48.9176,33.3569,59.23,57,53,4.72,broken clouds
445,Sistranda,NO,63.7256,8.834,55.36,80,100,17.05,overcast clouds
446,Khandbari,NP,27.3747,87.2039,73.85,47,24,3.36,few clouds
447,Little Current,CA,45.9793,-81.9248,41.05,88,100,12.44,overcast clouds
448,Acapulco,MX,16.8634,-99.8901,84.02,61,0,2.3,clear sky
449,Nosy Varika,MG,-20.5833,48.5333,75.33,79,94,4.27,light rain
450,Wangaratta,AU,-36.3667,146.3333,46.45,100,81,0.0,broken clouds
451,Bose,IT,45.4612,8.0137,57.65,72,100,4.61,overcast clouds
452,Doha,QA,25.2867,51.5333,93.51,29,0,9.22,clear sky
453,San Luis,AR,-33.295,-66.3356,76.84,40,7,17.36,clear sky
454,Havre-Saint-Pierre,CA,50.2334,-63.5986,43.16,49,75,20.71,broken clouds
455,Berberati,CF,4.2612,15.7922,88.52,48,100,1.07,overcast clouds
456,College,US,64.8569,-147.8028,33.08,80,20,0.0,few clouds
457,Maraa,BR,-1.8333,-65.3667,82.67,85,100,3.85,overcast clouds
458,Florianopolis,BR,-27.6146,-48.5012,75.63,69,20,11.5,few clouds
459,The Valley,AI,18.217,-63.0578,84.06,61,20,14.97,few clouds
460,Zheleznodorozhnyy,RU,55.7503,38.0042,52.21,85,100,6.51,moderate rain
461,Esperance,AU,-33.8667,121.9,57.04,83,1,10.63,clear sky
462,Xuddur,SO,4.1213,43.8894,87.39,41,72,4.97,broken clouds
463,Matveyevka,RU,52.15,56.1833,54.09,47,30,3.44,scattered clouds
464,Alice Springs,AU,-23.7,133.8833,62.15,94,100,10.36,overcast clouds
465,Loiza,PR,18.4313,-65.8802,84.2,59,40,14.97,scattered clouds
466,Montale,IT,43.9356,11.0171,56.12,86,100,7.0,overcast clouds
467,Paignton,GB,50.4357,-3.5679,64.65,63,57,4.0,broken clouds
468,Yuzhno-Kurilsk,RU,44.0306,145.8556,40.15,93,100,10.31,overcast clouds
469,Kose,TR,40.21,39.6511,61.61,46,39,7.45,light rain
470,Anadyr,RU,64.75,177.4833,16.3,86,0,4.47,clear sky
471,Fiumicino,IT,41.7675,12.2291,65.62,71,20,12.66,few clouds
472,Ugoofaaru,MV,5.6667,73.0,84.94,69,32,4.9,scattered clouds
473,Thornton,US,39.868,-104.9719,50.11,42,40,8.05,scattered clouds
474,Mareeba,AU,-17.0,145.4333,74.12,94,100,4.9,light rain
475,Gamba,GA,-2.65,10.0,79.43,84,100,3.98,moderate rain
476,Porto Novo,BJ,6.4965,2.6036,82.22,63,100,10.2,overcast clouds
477,Alta Floresta,BR,-9.8756,-56.0861,91.22,62,40,6.91,scattered clouds
478,Kabare,CD,-2.4683,28.8242,64.31,93,100,1.45,overcast clouds
479,Mweka,CD,-4.85,21.5667,76.66,77,99,2.57,overcast clouds
480,Havelock,US,34.8791,-76.9013,77.99,70,0,7.0,clear sky
481,Esil,KZ,51.9556,66.4042,46.42,31,84,8.39,broken clouds
482,Bandarbeyla,SO,9.4942,50.8122,83.07,69,0,8.81,clear sky
483,Fernley,US,39.608,-119.2518,50.81,28,2,2.82,clear sky
484,Haslett,US,42.747,-84.4011,77.23,56,0,14.97,clear sky
485,Teknaf,BD,20.8624,92.3058,80.83,88,1,3.47,clear sky
486,Jacareacanga,BR,-6.2222,-57.7528,88.74,53,99,5.03,overcast clouds
487,Khash,IR,28.2211,61.2158,76.59,23,91,8.3,overcast clouds
488,Nampula,MZ,-15.1165,39.2666,80.55,78,40,4.61,scattered clouds
489,Marsa Matruh,EG,31.3525,27.2453,68.68,68,0,12.1,clear sky
490,Deputatskiy,RU,69.3,139.9,0.18,99,100,1.5,overcast clouds
491,Basco,PH,20.4487,121.9702,81.05,85,4,16.73,clear sky
492,Mungaoli,IN,24.4167,78.1,93.07,10,0,8.77,clear sky
493,Surt,LY,31.2089,16.5887,68.32,57,95,13.33,overcast clouds
494,Sao Joao Do Piaui,BR,-8.3581,-42.2467,93.0,38,100,6.33,overcast clouds
495,Dubovskoye,RU,47.4092,42.7575,65.55,49,92,11.14,light rain
496,Makakilo City,US,21.3469,-158.0858,75.52,72,100,13.8,light intensity drizzle
497,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,86.79,57,76,4.61,broken clouds
498,Mahibadhoo,MV,3.7833,72.9667,85.1,68,53,7.14,broken clouds
499,Puerto Carreno,CO,6.189,-67.4859,89.71,49,36,10.22,scattered clouds
500,Lufilufi,WS,-13.8745,-171.5986,74.98,71,66,6.08,broken clouds
501,Keti Bandar,PK,24.1447,67.4497,82.87,70,0,18.41,clear sky
502,Mnogovershinnyy,RU,53.9353,139.9242,22.95,97,100,6.69,snow
503,Laguna,US,38.421,-121.4238,59.77,68,0,3.44,clear sky
504,Bubaque,GW,11.2833,-15.8333,78.04,75,14,17.72,few clouds
505,Talnakh,RU,69.4865,88.3972,-4.63,100,55,1.5,broken clouds
506,Launceston,AU,-41.45,147.1667,51.15,97,75,0.0,fog
507,Clemmons,US,36.0215,-80.382,77.99,59,0,8.05,clear sky
508,Carlsbad,US,33.1581,-117.3506,74.17,57,0,3.0,clear sky
509,Teguldet,RU,57.3064,88.1667,28.4,88,85,5.61,overcast clouds
510,Tambura,SS,5.6,27.4667,80.64,60,84,4.92,broken clouds
511,Faya,SA,18.3851,42.4509,70.32,42,34,6.82,scattered clouds
512,Gimli,CA,50.6336,-96.9907,30.22,93,100,33.38,overcast clouds
513,Khani,GE,41.9563,42.9566,62.17,84,49,3.33,scattered clouds
514,Abha,SA,18.2164,42.5053,70.05,43,20,12.66,few clouds
515,Sulangan,PH,11.1373,123.7228,82.0,81,96,14.41,overcast clouds
516,Sibolga,ID,1.7427,98.7792,78.03,88,96,3.74,overcast clouds
517,New Glasgow,CA,45.5834,-62.6486,38.98,84,100,20.02,overcast clouds
518,Las Margaritas,MX,16.3167,-91.9833,76.44,45,0,2.64,clear sky
519,Marsh Harbour,BS,26.5412,-77.0636,75.88,67,1,15.12,clear sky
520,Bako,ET,5.7833,36.5667,65.98,86,95,3.04,light rain
521,Wagar,SD,16.1525,36.2032,100.29,7,79,8.46,broken clouds
522,Humaita,BR,-7.5061,-63.0208,89.53,58,97,4.92,overcast clouds
523,Bereda,ES,43.2686,-7.5406,59.41,77,100,3.89,overcast clouds
524,Nipawin,CA,53.3668,-104.0009,37.44,60,0,11.5,clear sky
525,Neufchateau,FR,48.35,5.7,54.14,96,100,3.96,overcast clouds
526,Samagaltay,RU,50.6022,95.0047,21.47,47,69,5.44,broken clouds
527,Nchelenge,ZM,-9.3451,28.734,71.1,87,85,3.0,moderate rain
528,Murwara,IN,23.85,80.4,91.33,13,0,5.7,clear sky
529,Nuevitas,CU,21.5453,-77.2644,82.15,61,100,15.66,overcast clouds
530,Swift Current,CA,50.2834,-107.8014,40.01,65,0,10.36,clear sky
531,Baiyin,CN,36.5583,104.2081,60.26,30,99,5.95,overcast clouds
532,Vila,PT,42.0304,-8.1588,50.88,81,99,5.79,overcast clouds
533,Edd,ER,13.9297,41.6925,93.22,45,51,18.97,broken clouds
534,Pemba,MZ,-12.974,40.5178,83.1,83,75,11.5,thunderstorm
535,Poum,NC,-20.2333,164.0167,76.48,76,31,10.54,scattered clouds
536,Nushki,PK,29.5542,66.0215,82.13,18,91,5.75,overcast clouds
537,Pameungpeuk,ID,-7.0183,107.6039,71.56,92,100,2.13,overcast clouds
538,Dzhida,RU,50.6772,106.1806,35.64,38,100,16.53,overcast clouds
539,Kousseri,CM,12.0769,15.0306,106.41,11,65,5.82,broken clouds
540,Pascagoula,US,30.3658,-88.5561,79.03,74,20,9.22,few clouds
541,Grand Baie,MU,-20.0182,57.5802,76.44,72,98,10.0,overcast clouds
542,Chipurupalle,IN,18.3,83.5667,87.15,63,97,5.95,overcast clouds
543,Sarakhs,IR,36.5449,61.1577,80.74,41,0,4.61,clear sky
544,Tiarei,PF,-17.5333,-149.3333,75.22,78,55,7.67,light rain
545,Toamasina,MG,-18.1667,49.3833,77.0,88,40,2.3,scattered clouds
546,Bintulu,MY,3.1667,113.0333,79.21,100,40,3.44,scattered clouds
547,Ust-Maya,RU,60.4167,134.5333,18.25,95,36,1.36,scattered clouds
548,Sao Jose Do Belmonte,BR,-7.8614,-38.7597,92.01,34,43,11.9,scattered clouds
549,Avera,US,33.194,-82.5271,76.55,65,100,6.46,overcast clouds
550,Bucerias,MX,20.75,-105.3333,76.98,69,40,0.0,scattered clouds
551,Pangnirtung,CA,66.1451,-65.7125,24.78,65,100,5.23,overcast clouds
552,Exeter,GB,50.7236,-3.5275,64.15,55,20,10.36,few clouds
553,Benghazi,LY,32.1167,20.0667,67.62,59,24,16.84,few clouds
554,Lasa,IT,46.6166,10.7002,49.08,95,100,2.64,overcast clouds
555,Palana,RU,59.1167,159.9667,26.65,86,100,5.08,overcast clouds
556,Batticaloa,LK,7.7102,81.6924,83.12,77,37,6.55,scattered clouds
557,Calama,CL,-22.4667,-68.9333,66.69,9,0,3.44,clear sky
558,Saurimo,AO,-9.6608,20.3916,74.82,67,98,2.19,overcast clouds
559,Mogadishu,SO,2.0371,45.3438,83.8,74,88,13.4,overcast clouds
560,Preobrazheniye,RU,42.9019,133.9064,47.48,59,97,4.05,overcast clouds
561,Hay River,CA,60.8156,-115.7999,33.78,64,20,17.27,few clouds
562,Sehithwa,BW,-20.4667,22.7167,80.29,25,31,3.18,scattered clouds
563,Marawi,PH,7.9986,124.2928,70.05,93,94,2.44,overcast clouds
564,Sambava,MG,-14.2667,50.1667,77.47,85,80,11.9,light rain
565,Nicoya,CR,10.1483,-85.452,87.31,54,26,4.29,scattered clouds
566,Blackwater,AU,-23.5833,148.8833,66.18,69,95,16.37,overcast clouds
567,Harindanga,IN,22.0383,88.3214,83.05,85,0,15.43,clear sky
568,Sola,VU,-13.8833,167.55,81.07,71,95,0.63,overcast clouds
569,Presidente Medici,BR,-11.1753,-61.9014,83.71,79,77,4.68,broken clouds
570,Biak,ID,-0.9131,122.8766,77.04,85,80,1.14,broken clouds
571,Shahdadpur,PK,25.9241,68.62,95.0,32,32,18.84,scattered clouds
572,Bonanza,NI,14.0289,-84.591,80.31,77,27,3.02,scattered clouds
573,Antalaha,MG,-14.9003,50.2788,76.28,85,79,8.88,light rain
574,Fougamou,GA,-1.2154,10.5838,76.08,96,97,3.11,moderate rain
575,Svetlaya,RU,46.5389,138.3297,40.64,61,0,2.39,clear sky
576,Kurumkan,RU,54.3,110.3,27.86,68,57,3.18,broken clouds
577,Staryy Nadym,RU,65.6118,72.6842,14.54,88,100,4.25,overcast clouds
578,Valdivia,CL,-39.8142,-73.2459,59.09,93,97,13.6,overcast clouds
579,Sovetskiy,RU,61.3614,63.5842,34.41,96,70,4.18,broken clouds
580,Arica,CL,-18.475,-70.3042,72.95,60,0,9.22,clear sky
581,Hamada,JP,34.8833,132.0833,60.1,89,6,4.21,clear sky
582,Vilyuysk,RU,63.7553,121.6247,12.09,97,100,1.86,overcast clouds
583,Padang,ID,-0.9492,100.3543,78.78,89,100,3.71,overcast clouds
584,Filingue,NE,14.3521,3.3168,108.25,6,94,5.17,overcast clouds
585,Chiungutwa,TZ,-10.8833,38.9833,74.12,94,100,3.8,light rain
586,Gouyave,GD,12.1646,-61.7296,84.97,62,20,20.71,few clouds
587,Amahai,ID,-3.3333,128.9167,79.61,82,63,1.39,broken clouds
588,Rundu,NA,-17.9333,19.7667,76.33,33,14,3.91,few clouds
589,Carutapera,BR,-1.195,-46.02,76.1,89,100,0.34,overcast clouds
590,Inirida,CO,3.8653,-67.9239,79.45,86,100,0.54,overcast clouds
591,Dharur,IN,18.8167,76.1167,90.91,26,77,5.03,broken clouds
592,Ca Mau,VN,9.1769,105.15,81.82,79,30,3.76,scattered clouds
593,Homer,US,59.6425,-151.5483,39.04,87,0,3.44,clear sky
594,Atchison,US,39.563,-95.1216,55.99,57,29,14.56,scattered clouds
595,Paamiut,GL,61.994,-49.6678,32.27,91,75,11.34,broken clouds
596,Coahuayana,MX,18.7333,-103.6833,85.59,32,10,4.07,clear sky
597,Aykhal,RU,66.0,111.5,4.35,98,53,0.65,broken clouds
598,Hirara,JP,24.8,125.2833,77.45,91,0,12.28,clear sky
599,Adre,TD,13.4667,22.2,98.78,10,82,8.23,broken clouds
600,Kenai,US,60.5544,-151.2583,34.14,92,100,0.0,overcast clouds
601,Lisala,CD,2.15,21.5167,78.55,78,100,0.94,light rain
602,Zwettl,AT,48.6,15.1667,57.38,60,62,8.55,light rain
603,Luanda,AO,-8.8368,13.2343,86.0,62,20,10.36,few clouds
604,Iznoski,RU,54.9881,35.3108,46.58,98,100,5.53,overcast clouds
605,Malanje,AO,-9.5402,16.341,73.74,74,89,2.19,overcast clouds
606,Ozernovskiy,RU,51.5,156.5167,31.86,92,100,13.8,light snow
607,Cururupu,BR,-1.8283,-44.8683,78.96,78,100,1.45,overcast clouds
608,Wawa,NG,9.9022,4.4192,99.77,28,100,3.87,overcast clouds
609,Bathsheba,BB,13.2167,-59.5167,86.61,54,40,19.57,scattered clouds
610,Atar,MR,20.5169,-13.0499,89.65,20,0,6.91,clear sky
611,Half Moon Bay,US,37.4636,-122.4286,57.92,87,100,6.91,mist
612,Christchurch,NZ,-43.5333,172.6333,50.0,87,75,4.61,broken clouds
613,Luganville,VU,-15.5333,167.1667,76.08,88,94,2.37,overcast clouds
614,Kirakira,SB,-10.4544,161.9205,79.07,84,89,3.44,overcast clouds
615,Grand Gaube,MU,-20.0064,57.6608,76.37,72,96,10.0,overcast clouds
616,Sao Bento Do Sul,BR,-26.2503,-49.3786,68.23,81,20,1.23,few clouds
617,Erzin,TR,36.9559,36.2,74.84,47,0,1.83,clear sky
618,Huntsville,US,34.7304,-86.5861,77.92,63,0,12.66,clear sky
619,Klaksvik,FO,62.2266,-6.589,47.32,86,100,17.94,overcast clouds
620,Requena,ES,39.4883,-1.1004,71.87,29,3,15.03,clear sky
621,Collie,AU,-33.3667,116.15,59.74,51,100,6.06,overcast clouds
622,Gondanglegi,ID,-7.7479,112.0132,76.6,92,97,1.54,overcast clouds
623,Kununurra,AU,-15.7667,128.7333,71.58,88,76,0.0,broken clouds
624,Mecatlan,MX,20.2167,-97.6667,77.18,54,0,5.57,clear sky
625,Killybegs,IE,54.6333,-8.45,58.71,55,37,14.79,scattered clouds
626,Abu Samrah,SY,35.3029,37.1841,82.35,16,5,8.1,clear sky
627,Muncar,ID,-8.4333,114.3333,77.79,89,42,2.26,scattered clouds
628,Englehart,CA,47.8169,-79.8664,48.76,53,0,25.32,clear sky
629,Okhotsk,RU,59.3833,143.3,21.69,98,43,4.21,scattered clouds
630,Ericeira,PT,38.9627,-9.4156,68.45,69,32,9.69,scattered clouds
631,Tabou,CI,4.423,-7.3528,85.96,69,94,12.08,overcast clouds
632,Manicore,BR,-5.8092,-61.3003,89.55,56,100,4.23,overcast clouds
633,Uglich,RU,57.5275,38.3317,49.44,90,100,3.83,light rain
634,Cap-Chat,CA,49.1001,-66.6821,39.2,65,68,11.5,broken clouds
635,Xinglongshan,CN,43.9561,125.4661,46.15,57,0,4.47,clear sky
636,Opuwo,NA,-18.0607,13.84,81.64,28,14,4.0,few clouds
637,Lorient,FR,47.8333,-3.25,64.54,59,100,12.66,light rain
638,Suntar,RU,62.1444,117.6319,25.56,93,100,3.02,overcast clouds
639,Punta Alta,AR,-38.8759,-62.0736,68.14,50,91,11.97,overcast clouds
640,Ploemeur,FR,47.7333,-3.4333,64.49,59,85,12.66,overcast clouds
641,Lishu,CN,43.3047,124.3278,57.15,32,74,6.42,broken clouds
642,Waingapu,ID,-9.6567,120.2641,76.96,83,19,6.6,few clouds
643,Ransang,PH,8.9603,117.5828,78.98,86,8,3.87,clear sky
644,Ossora,RU,59.2353,163.0719,29.73,97,100,18.48,snow
645,Carmen,MX,18.6333,-91.8333,82.44,69,0,14.97,clear sky
646,Otradnoye,RU,59.7775,30.8181,49.87,78,100,9.62,overcast clouds
647,Haimen,CN,23.1935,116.6142,78.69,88,33,7.74,scattered clouds
648,Genhe,CN,50.7833,121.5167,30.92,95,98,3.09,light snow
649,Clearlake,US,38.9582,-122.6264,60.17,56,31,2.39,scattered clouds
650,Walvis Bay,NA,-22.9575,14.5053,67.15,52,0,14.97,clear sky
651,Eureka,US,40.8021,-124.1637,50.25,76,80,1.01,broken clouds
652,Salaga,GH,8.5508,-0.5188,98.04,34,100,7.34,overcast clouds
653,Pamanukan,ID,-6.2842,107.8106,76.71,92,100,5.3,overcast clouds
654,Xiangfan,CN,32.0422,112.1448,66.9,90,100,17.76,moderate rain
655,Road Town,VG,18.4167,-64.6167,82.49,54,40,11.5,scattered clouds
656,Santa Rita,BR,-7.1139,-34.9781,74.07,100,75,16.11,broken clouds
657,Shelopugino,RU,51.6514,117.5599,29.08,73,58,0.56,broken clouds
658,Yarim,YE,14.298,44.3779,63.05,51,87,7.52,light rain
659,Hlukhiv,UA,51.6782,33.9162,53.24,71,68,5.17,broken clouds
660,Toronto,CA,43.7001,-79.4163,58.48,65,0,25.32,clear sky
661,Maceio,BR,-9.6658,-35.7353,85.44,61,40,13.8,scattered clouds
662,Turtas,RU,58.9417,69.1325,33.51,81,90,6.49,overcast clouds
663,Hastings,GB,50.8552,0.5729,62.28,71,0,19.35,clear sky
664,Hue,VN,16.4667,107.6,82.51,74,20,6.91,few clouds
665,Alofi,NU,-19.0595,-169.9187,75.09,94,98,3.44,overcast clouds
